ID,Aboriginal,Age,Major field of study,Years of Education,Provincial Minimum Wage,Census Metropolitan Area,Part Time Job,Generation Status,Married,Industry Sectors,Occupation Major Groups,Occupation Broad Categories,Sex,Visible Minority,Wages
427130,0,22,0,12,10.45,988,0,4,0,7,22,7,1,0,23000
341717,0,42,0,13,10.75,999,0,4,1,8,27,8,1,0,51000
805944,0,22,0,15,11.2,825,0,4,1,7,21,7,0,0,22000
806367,0,27,0,9,10.5,999,0,4,1,18,25,8,1,0,38000
30629,0,47,0,18,11.25,535,0,1,1,13,21,7,1,1,1000
625757,0,32,0,16,11.2,999,0,4,1,7,88,88,1,0,52000
431518,0,27,0,12,11.25,999,0,4,1,13,88,88,1,0,11000
826469,0,32,1,15,10.75,462,1,4,0,15,12,4,0,0,25000
80351,0,22,0,13,10.75,462,0,3,0,7,22,7,0,1,9000
863484,0,32,0,16,11.25,535,0,4,1,17,3,1,0,0,22000
516060,0,37,0,16,10.75,462,0,1,0,14,13,5,0,1,59000
535729,0,37,0,12,11.25,555,0,4,0,15,16,5,0,0,32000
862817,0,32,0,9,10.75,462,0,2,1,7,18,7,0,0,48000
364808,0,47,0,12,11.25,535,0,1,1,4,24,8,1,1,28000
572507,0,37,0,14,10.75,462,0,4,1,12,9,3,1,0,65000
37410,0,22,0,12,10.75,462,0,4,1,17,19,7,0,0,11000
316984,0,22,0,13,10.75,462,0,2,1,7,3,1,0,0,20000
322654,0,52,0,9,10.75,999,0,4,1,5,29,10,0,0,13000
439933,1,22,0,12,11.2,999,1,4,0,7,88,88,1,0,18000
13254,0,52,0,12,11.25,999,0,1,1,13,30,10,1,0,33000
9422,0,52,0,9,10.75,462,0,4,1,13,30,10,1,0,24000
8712,0,27,0,12,10.75,462,0,1,1,10,18,7,1,1,53000
139700,0,22,0,12,11.25,505,1,4,0,7,20,7,1,0,12000
915956,0,37,0,12,11.25,535,0,2,0,5,29,10,1,1,63000
246957,0,52,0,9,10.75,421,0,3,1,5,25,8,1,0,28000
708010,0,47,1,16,10.75,421,0,4,0,9,9,3,1,0,87000
765502,0,22,0,12,11.25,535,1,1,0,14,13,5,0,1,2000
399997,0,27,0,16,11.2,835,0,4,1,13,23,7,1,0,110000
191888,0,32,1,14,11.25,535,0,2,0,12,10,3,1,1,25000
454582,0,37,0,14,11.25,535,0,4,1,6,8,2,0,0,31000
790537,0,32,0,18,11.25,577,0,4,1,14,17,6,1,0,50000
899266,0,57,0,12,10.7,205,0,4,1,2,27,8,1,0,28000
109232,0,27,0,12,10.45,933,1,4,1,15,23,7,0,0,3000
700685,0,27,1,18,11.25,535,1,1,1,14,13,5,1,1,7000
550879,1,17,0,12,10.45,999,1,3,0,9,8,2,0,0,5000
845016,0,27,1,18,10.75,462,0,1,1,14,13,5,1,1,6000
681759,0,17,0,12,10.45,933,1,4,0,18,17,6,1,0,5000
598636,0,22,0,14,10.75,999,0,1,1,17,23,7,0,1,21000
429220,1,22,0,9,11.2,825,1,4,0,8,26,8,1,0,1000
498668,0,52,0,16,10.45,999,0,4,1,12,29,10,1,0,79000
367376,0,37,0,16,11.25,535,1,1,1,15,12,4,0,1,1000
722731,0,47,0,12,11.0,602,0,4,0,14,8,2,0,0,30000
823904,0,37,1,16,10.75,999,0,1,1,19,9,3,1,1,66000
107173,0,57,1,16,11.25,535,0,2,1,18,9,3,0,1,100000
862751,0,27,0,14,11.2,825,0,4,1,19,8,2,0,0,38000
783540,0,27,1,16,11.25,535,0,3,1,12,12,4,0,0,36000
158415,0,37,0,12,11.25,535,0,3,1,3,21,7,0,0,81000
381212,0,37,0,14,11.25,535,0,1,0,13,29,10,0,1,26000
402126,0,17,0,12,11.25,535,1,2,0,17,23,7,1,1,4000
920292,0,52,0,16,11.25,535,0,1,1,18,14,5,1,1,12000
58554,1,47,0,12,11.2,835,0,4,1,14,2,1,0,0,130000
696510,0,37,0,13,10.75,499,0,4,0,5,6,2,0,0,37000
124316,0,22,1,14,10.75,421,1,4,1,7,20,7,0,0,2000
125916,0,47,0,16,10.75,462,0,1,1,8,22,7,0,1,21000
403020,0,22,0,12,10.45,933,1,1,0,17,23,7,1,1,1000
741024,0,32,0,0,10.75,999,0,1,1,88,88,88,1,1,92000
413324,0,32,0,18,11.25,505,0,1,1,18,5,2,0,0,60000
60932,0,47,0,12,11.25,535,1,1,0,88,17,6,0,1,1000
538349,0,17,0,12,10.75,462,1,4,0,7,20,7,1,0,1000
132787,1,22,0,12,11.25,999,0,4,1,2,19,7,1,0,40000
619411,0,37,0,12,10.75,462,1,4,0,17,22,7,0,0,2000
385999,0,42,0,14,11.25,535,1,1,1,7,21,7,1,1,1
259093,0,42,0,14,11.25,541,1,1,1,17,23,7,1,1,2000
540652,0,67,0,9,10.75,462,1,4,1,7,8,2,0,0,2000
415329,0,22,0,12,11.25,535,0,1,0,5,26,8,1,1,9000
800150,0,27,1,18,10.75,462,0,4,1,14,13,5,0,0,34000
733541,1,32,0,14,11.2,999,0,4,0,15,15,5,0,0,5000
426827,0,27,0,12,11.25,535,0,1,1,12,1,1,1,1,74000
848700,0,27,0,16,11.25,535,0,2,0,17,6,2,1,1,31000
244953,0,17,0,12,10.45,933,0,4,0,7,20,7,0,0,22000
886439,0,52,0,16,10.75,999,0,4,1,5,22,7,0,0,62000
210047,0,32,0,16,11.2,835,0,1,1,10,2,1,1,1,100000
230149,1,52,0,9,11.0,602,0,4,1,15,15,5,0,0,41000
319294,0,27,0,15,10.75,999,1,4,0,7,20,7,0,0,29000
268277,0,27,0,12,11.2,999,0,4,1,5,10,3,1,0,62000
229624,0,22,0,14,11.25,535,0,1,0,18,25,8,1,1,7000
527124,0,57,0,13,11.25,535,0,1,1,4,24,8,1,0,7000
861649,0,37,0,16,11.25,535,0,1,1,5,5,2,1,1,47000
181461,0,52,0,14,11.25,537,0,1,0,7,12,4,0,1,27000
668019,0,27,0,16,11.2,999,0,1,1,18,16,5,0,1,23000
37947,0,27,0,16,10.5,799,0,4,1,15,14,5,0,0,37000
455553,0,27,0,16,10.75,462,0,4,1,14,13,5,0,0,50000
349021,0,47,0,12,10.65,999,1,4,0,7,20,7,0,0,15000
98954,0,42,0,21,11.25,588,0,1,1,14,13,5,1,1,85000
290415,0,27,0,14,10.45,999,0,4,1,17,20,7,0,0,56000
126843,1,32,0,9,11.2,835,0,4,1,4,24,8,1,0,62000
748415,0,32,0,12,10.45,935,0,4,1,12,9,3,1,0,79000
650885,0,52,0,13,10.75,499,0,4,0,5,24,8,1,0,22000
3375,0,22,0,12,10.75,462,0,4,0,13,22,7,1,0,16000
925218,0,37,0,9,11.25,535,0,1,1,7,29,10,0,1,15000
192960,0,27,0,12,11.25,505,0,4,0,18,23,7,1,0,30000
792864,0,47,0,9,10.75,999,0,4,1,5,30,10,0,0,21000
863671,0,47,1,0,11.25,539,0,4,0,6,2,1,1,0,95000
270598,0,47,1,16,11.25,588,0,3,0,12,88,88,0,0,44000
332842,0,52,0,12,10.75,421,0,4,1,6,30,10,1,0,36000
715778,0,27,0,9,11.2,835,0,4,1,11,23,7,1,0,61000
206446,0,42,0,13,10.7,999,0,4,1,15,12,4,0,0,36000
230355,0,22,0,12,10.45,935,0,4,0,88,21,7,0,0,23000
391948,0,37,0,12,11.25,541,0,4,1,15,8,2,0,0,34000
18514,0,27,0,9,11.2,835,1,4,1,15,11,4,1,0,4000
19094,0,22,0,12,11.2,835,0,1,1,2,10,3,1,1,32000
193254,0,52,0,14,10.75,421,0,4,1,7,20,7,0,0,41000
321039,0,17,0,13,10.75,462,0,4,0,18,25,8,1,0,6000
66616,0,42,0,12,11.25,535,0,1,1,18,16,5,0,1,23000
699327,0,47,1,17,10.75,462,0,1,1,5,25,8,0,0,87000
790699,0,27,0,16,11.25,535,0,1,1,10,21,7,0,0,28000
328319,0,42,0,9,11.25,999,0,4,1,5,30,10,1,0,29000
781542,0,32,0,13,10.75,505,0,4,1,15,12,4,0,0,19000
723614,0,32,0,12,11.25,535,0,3,1,8,25,8,1,0,37000
345204,0,17,0,9,11.25,535,1,3,0,16,17,6,1,1,2000
652696,0,32,0,16,10.75,462,1,4,1,18,6,2,0,0,21000
264725,1,47,0,14,10.5,999,0,4,1,19,6,2,0,0,36000
66750,0,37,0,9,11.25,537,0,1,1,5,8,2,0,0,35000
95071,0,27,0,13,10.75,462,0,4,0,7,3,1,0,0,33000
26160,0,57,0,9,11.25,559,0,1,1,17,19,7,1,1,6000
375290,0,37,1,18,11.2,825,0,1,1,17,23,7,0,1,8000
280093,1,22,0,12,10.45,999,1,4,1,7,23,7,1,0,49000
853870,0,47,1,18,11.25,535,0,1,1,5,8,2,0,0,69000
591136,0,52,0,12,11.2,825,1,4,1,18,23,7,1,0,57000
684619,0,57,0,18,10.45,933,1,1,1,15,11,4,0,0,34000
293629,0,37,0,16,10.75,462,0,4,1,14,8,2,0,0,30000
735985,0,42,0,13,10.75,462,0,1,0,15,12,4,0,1,31000
30522,0,52,0,13,10.75,462,0,4,0,19,6,2,0,0,44000
80697,0,22,0,12,10.75,462,0,4,1,7,3,1,1,0,30000
526226,0,57,0,14,11.25,535,0,1,1,15,11,4,0,1,42000
158033,0,47,0,14,11.2,835,1,1,1,15,12,4,0,1,26000
33247,0,32,0,12,11.0,602,0,2,1,5,88,88,0,0,41000
450910,0,22,0,12,11.25,555,1,4,1,5,19,7,0,0,12000
38173,0,47,0,14,11.25,535,0,2,1,5,29,10,0,0,71000
850275,0,22,0,14,10.45,933,1,1,0,7,22,7,0,1,15000
278257,0,32,0,13,10.75,999,0,4,1,15,12,4,0,0,3000
228623,0,22,0,12,10.45,933,1,4,0,7,2,1,1,0,11000
306442,0,57,0,16,10.45,933,0,1,0,88,10,3,1,1,39000
399283,1,22,0,12,10.65,999,0,4,1,15,12,4,0,0,23000
553023,0,47,0,12,11.25,535,1,1,1,13,21,7,1,1,1000
777118,0,42,0,14,11.25,535,0,1,1,9,21,7,0,1,43000
670415,0,27,0,12,11.0,999,0,1,1,5,29,10,1,0,35000
720806,0,42,0,12,10.75,505,0,4,1,7,23,7,0,0,21000
405698,0,42,0,16,10.75,462,0,1,1,14,10,3,1,1,47000
257082,0,32,0,0,11.0,602,0,1,1,14,13,5,0,1,14000
605295,0,32,0,14,10.45,999,0,4,1,15,12,4,0,0,9000
305667,0,27,0,14,10.75,462,1,4,1,17,23,7,1,0,5000
41173,0,22,0,16,10.75,462,0,1,0,12,17,6,1,1,29000
24749,0,52,0,12,11.25,999,0,4,1,13,21,7,1,0,17000
876359,0,57,0,12,11.2,825,0,4,1,5,30,10,1,0,88000
610573,0,42,0,18,11.25,541,1,1,1,14,13,5,1,1,6000
180773,0,22,0,14,10.75,421,0,4,1,15,12,4,0,0,23000
157584,0,32,0,14,10.5,799,1,4,1,7,88,88,0,0,2000
592103,0,42,0,14,10.45,999,1,4,0,16,17,6,0,0,32000
519377,0,37,0,16,11.2,835,0,1,1,10,18,7,1,1,70000
911608,0,42,0,14,11.25,535,0,1,1,15,7,2,1,0,35000
853557,0,67,0,9,11.25,535,1,1,0,7,30,10,0,1,18000
376595,0,27,0,13,10.75,999,0,4,1,18,19,7,0,0,23000
609243,0,37,0,14,11.25,999,0,4,1,15,6,2,0,0,34000
358988,0,67,0,14,10.45,933,0,1,1,7,20,7,0,1,24000
35292,0,32,0,13,10.75,462,0,4,1,6,8,2,0,0,34000
702056,0,27,1,16,11.25,535,0,4,1,14,13,5,1,0,39000
816520,0,27,1,14,10.75,999,0,4,1,6,21,7,0,0,22000
130117,0,42,0,16,10.45,988,0,1,1,88,21,7,0,1,32000
550454,0,57,0,14,11.25,999,0,4,1,13,10,3,1,0,52000
291967,0,27,0,18,11.2,825,0,4,1,15,14,5,0,0,110000
687527,0,27,0,16,11.25,535,0,1,0,13,6,2,0,1,21000
99435,0,52,0,13,10.45,933,0,1,1,18,25,8,1,1,18000
753384,0,47,0,18,10.75,462,0,2,0,6,5,2,0,0,219632
496762,0,22,0,13,10.75,421,1,4,0,13,23,7,1,0,8000
325705,0,17,0,12,11.25,535,1,4,0,7,22,7,1,1,7000
678908,0,27,1,14,11.25,535,0,1,0,10,18,7,0,1,36000
476235,0,47,0,14,11.25,537,0,1,1,15,15,5,0,1,54000
117623,0,57,1,14,11.25,535,0,1,1,11,7,2,0,0,60000
870125,0,17,0,9,11.25,999,0,1,0,1,28,9,0,0,4000
42206,0,17,0,9,10.75,462,1,3,0,7,22,7,1,0,5000
185795,0,32,1,14,10.75,462,0,4,1,14,10,3,1,0,52000
138476,0,32,0,14,11.25,535,1,4,0,5,7,2,0,0,7000
83600,0,42,1,14,10.75,462,0,4,0,5,9,3,1,0,97000
871117,0,62,0,12,10.65,999,0,4,1,15,12,4,1,0,49000
793977,0,47,0,16,10.75,462,0,1,1,18,16,5,0,1,29000
11086,0,67,0,9,11.25,535,1,4,1,18,20,7,0,0,4000
213863,0,52,0,12,10.75,462,0,4,1,19,6,2,1,0,49000
107655,0,42,1,16,10.75,462,0,1,1,12,10,3,1,0,28000
495218,0,22,0,16,11.25,535,1,3,1,14,13,5,0,0,17000
745404,0,42,0,17,11.2,835,0,3,1,8,88,88,0,0,26000
701853,1,32,0,9,10.75,999,0,4,0,15,12,4,0,0,5000
427340,0,32,0,12,11.25,535,0,1,1,10,19,7,1,1,29000
319102,0,47,0,14,10.75,999,0,4,0,13,6,2,0,0,46000
122923,0,42,0,12,10.75,462,0,1,1,5,30,10,1,1,28000
101774,0,47,0,12,11.25,535,1,2,1,16,17,6,1,1,1
203600,0,52,0,12,11.2,999,0,4,1,19,2,1,1,0,140000
69445,0,52,0,15,10.75,462,0,4,0,11,8,2,1,0,57000
471900,0,37,1,18,10.45,933,0,1,1,13,4,1,0,0,130000
534254,0,57,0,14,11.0,602,1,4,1,8,21,7,1,0,7000
224506,0,57,0,12,11.25,999,1,3,1,7,22,7,0,0,16000
805899,0,22,0,14,10.75,462,0,1,0,15,12,4,0,1,45000
393435,0,17,0,12,10.45,933,1,2,0,17,21,7,0,1,4000
237529,0,27,0,14,10.45,933,1,1,1,13,21,7,1,1,12000
98911,0,27,0,14,11.25,505,0,4,1,17,21,7,1,0,50000
8993,0,27,0,16,10.45,933,0,1,0,5,6,2,0,1,56000
271511,0,27,0,9,11.25,535,0,4,0,7,23,7,0,0,19000
332721,0,42,0,12,10.45,933,0,4,1,7,20,7,1,0,69000
286229,0,22,0,9,10.75,462,0,4,1,7,22,7,1,0,36000
25985,0,27,1,14,11.25,535,0,4,1,5,10,3,1,0,45000
498654,0,27,0,16,10.75,462,1,4,1,9,17,6,0,0,16000
16362,0,57,0,14,11.25,535,0,1,1,14,13,5,1,0,62000
27059,0,52,0,12,10.75,499,0,4,1,5,22,7,1,0,47000
307274,0,22,0,9,11.25,599,1,2,0,18,19,7,1,0,1000
141301,0,52,0,18,10.45,933,0,2,1,15,11,4,0,0,78000
588183,0,32,1,16,11.0,602,0,1,1,14,8,2,1,1,27000
766737,0,47,0,9,11.25,535,0,1,1,13,23,7,1,1,61000
599022,0,17,0,12,10.45,933,1,4,0,9,23,7,1,0,13000
64253,1,52,0,9,11.25,999,0,4,1,14,23,7,1,0,47000
579825,1,32,0,12,11.2,835,0,4,1,6,27,8,1,0,69000
324398,0,37,0,14,11.25,535,0,3,0,10,8,2,1,0,42000
880153,0,42,0,14,10.75,462,0,4,1,7,7,2,1,0,22000
519285,0,22,0,15,10.45,933,0,1,0,17,19,7,0,1,26000
656007,0,27,0,12,11.0,602,0,4,1,5,29,10,1,0,47000
66503,0,17,0,12,10.45,933,1,1,0,18,23,7,1,0,3000
181953,0,22,0,12,10.45,999,0,4,1,7,20,7,1,0,1000
494665,0,27,0,12,10.45,933,1,1,1,17,19,7,0,0,3000
249936,0,22,0,13,10.75,999,0,4,1,6,26,8,1,0,29000
463641,0,42,0,12,11.25,535,0,4,1,9,2,1,0,0,82000
434102,0,22,0,14,10.45,933,0,1,0,13,21,7,1,1,22000
528935,0,22,0,16,10.75,999,1,3,1,1,23,7,1,0,6000
636273,0,27,0,16,10.45,933,0,3,1,8,12,4,0,0,61000
253065,0,42,0,16,11.2,835,0,1,1,15,12,4,0,1,18000
548538,0,37,0,16,11.25,535,0,1,1,15,14,5,0,1,29000
695129,0,57,0,9,11.25,535,0,1,1,4,24,8,1,1,21000
28311,0,57,0,12,10.45,933,0,4,0,12,10,3,0,0,79000
257688,0,37,0,12,11.2,825,0,4,1,7,20,7,1,0,52000
666137,0,37,0,14,11.2,825,0,4,1,7,12,4,0,0,40000
91712,0,47,0,16,11.25,535,0,1,1,17,23,7,0,1,25000
350659,0,62,0,14,10.75,505,0,4,1,19,14,5,1,0,88000
193410,0,22,0,12,11.25,537,0,2,1,7,21,7,1,0,42000
628866,1,52,0,9,10.75,999,0,4,1,4,4,1,1,0,17000
257404,0,32,0,16,11.2,999,0,4,1,19,28,9,1,0,43000
573808,0,27,0,18,10.45,933,0,1,1,8,7,2,0,0,39000
225365,0,32,0,12,10.75,462,0,4,1,12,7,2,1,0,16000
481214,0,42,1,16,10.5,999,0,1,1,5,88,88,1,1,33000
78898,0,57,0,12,10.5,799,0,4,1,15,12,4,0,0,44000
117164,0,32,0,16,11.25,535,0,1,1,10,5,2,0,1,65000
395639,0,32,0,14,11.25,537,0,3,1,7,14,5,0,0,58000
869767,0,52,0,16,11.2,999,0,4,1,1,28,9,0,0,34000
795194,0,27,1,16,11.25,535,0,3,1,9,9,3,0,0,63000
525551,0,42,0,14,11.25,535,0,2,0,13,21,7,0,1,9000
178242,0,17,0,12,11.25,535,0,1,0,5,26,8,1,1,2000
764049,1,62,0,14,10.75,505,0,3,1,19,8,2,0,0,46000
396878,0,37,0,12,11.25,999,0,4,0,13,21,7,0,0,29000
471688,0,27,0,12,11.25,999,0,4,1,12,25,8,1,0,62000
565533,0,37,0,16,11.25,599,0,4,0,88,14,5,0,0,47000
644465,0,37,1,13,11.0,602,0,3,1,5,25,8,1,0,8000
506480,0,27,0,14,11.25,535,0,4,0,10,8,2,0,0,52000
861955,0,22,0,13,10.75,462,0,4,1,5,24,8,1,0,27000
219767,0,32,0,16,11.25,535,1,1,1,17,23,7,0,1,11000
126733,0,52,0,9,11.25,541,1,4,1,17,21,7,0,0,18000
129852,0,37,0,16,10.45,933,0,4,1,9,17,6,1,0,50000
84485,0,37,0,13,10.7,999,0,4,1,7,25,8,1,0,78000
786420,0,57,0,16,10.75,462,0,4,1,19,6,2,0,0,83000
45186,0,47,0,18,11.25,535,0,3,1,7,2,1,0,0,355115
430859,0,57,0,12,11.2,835,0,3,1,19,8,2,0,0,64000
739552,0,22,1,14,11.25,555,0,4,1,5,30,10,1,0,43000
129522,0,37,0,16,11.25,535,0,1,1,17,23,7,0,1,33000
136956,0,27,1,16,11.2,835,0,1,0,7,22,7,1,1,16000
27790,0,57,0,9,11.25,535,1,1,1,10,21,7,1,1,15000
890017,0,42,0,9,10.75,462,0,4,0,5,30,10,1,0,39000
780162,0,37,0,12,11.0,602,0,4,1,7,20,7,1,0,7000
660437,0,32,1,14,10.5,999,0,4,1,12,9,3,1,0,80000
419323,0,27,0,12,10.75,999,0,4,1,17,21,7,1,0,15000
664088,0,42,0,9,10.75,462,1,3,1,7,17,6,1,1,35000
511549,0,27,0,15,10.45,933,0,2,0,18,25,8,1,1,40000
580988,0,27,0,13,10.7,205,0,4,1,5,30,10,1,0,56000
689967,0,32,0,9,11.2,999,0,4,1,2,27,8,1,0,120000
289904,0,27,0,12,10.7,205,0,4,1,7,18,7,0,0,13000
680084,0,47,0,16,11.25,535,1,4,1,14,15,5,0,0,2000
368234,0,47,0,12,10.7,999,0,4,0,17,21,7,0,0,24000
778240,0,47,0,16,11.25,535,0,1,1,10,2,1,0,0,110000
412838,0,37,0,12,11.25,535,0,1,1,1,28,9,1,1,39000
43403,0,27,0,16,11.25,577,1,4,0,7,88,88,1,0,10000
42477,0,32,1,21,10.45,933,0,1,1,14,13,5,1,0,51000
696418,0,22,0,12,11.25,535,0,2,0,7,18,7,1,1,12000
167940,0,42,0,16,10.45,935,0,3,1,14,2,1,0,0,15000
125842,0,22,0,16,10.75,421,0,4,1,15,15,5,0,0,27000
529252,0,47,1,14,11.2,825,0,1,1,6,10,3,1,0,86000
457747,0,42,0,15,11.2,999,0,1,1,15,23,7,1,1,58000
135209,0,57,0,9,10.75,462,0,1,0,15,16,5,0,1,12000
776268,0,27,0,18,10.45,999,1,1,1,18,14,5,0,0,4000
167004,0,27,0,12,10.5,999,0,4,1,13,21,7,0,0,22000
4313,0,27,0,12,11.25,532,0,4,0,7,8,2,0,0,19000
423678,0,32,0,14,11.25,505,0,4,1,17,23,7,1,0,44000
134437,0,27,0,0,11.25,532,0,3,1,18,5,2,0,0,5000
282292,0,47,1,16,10.75,462,0,1,1,5,30,10,1,1,130000
392185,0,27,0,14,11.25,555,0,4,1,15,12,4,0,0,38000
367964,0,27,0,16,10.7,205,0,4,1,17,21,7,0,0,7000
920267,0,57,0,12,10.75,462,0,4,1,5,24,8,1,0,26000
774637,0,62,0,9,10.75,462,0,1,1,17,23,7,1,1,11000
859197,0,17,0,12,10.65,999,0,4,1,88,21,7,0,0,4000
603110,0,37,0,15,10.75,462,0,1,1,13,21,7,1,1,36000
71210,0,57,0,14,10.65,999,1,4,0,7,8,2,0,0,10000
220705,0,27,0,9,10.75,462,1,1,1,17,19,7,1,1,3000
694170,0,32,0,13,10.5,799,0,4,1,15,11,4,0,0,77000
366890,0,32,0,17,10.45,935,0,4,1,12,17,6,1,0,16000
925141,0,47,0,14,11.25,535,0,1,0,4,30,10,0,1,35000
782398,0,62,0,14,10.75,421,0,4,1,19,6,2,0,0,46000
336469,0,47,0,15,11.25,505,0,1,1,17,23,7,0,0,3000
375765,0,32,0,16,10.75,462,0,4,1,12,6,2,0,0,62000
466046,0,42,0,12,11.25,535,0,1,0,14,23,7,0,0,50000
661400,0,22,0,9,11.0,602,0,4,1,7,20,7,1,0,24000
320009,0,47,0,12,11.2,835,0,1,1,17,19,7,1,1,88000
260007,0,62,0,16,11.25,535,0,1,1,6,8,2,1,1,32000
118348,0,27,0,14,11.25,535,0,3,1,17,21,7,1,0,13000
463008,0,42,0,12,11.25,535,0,1,1,5,10,3,0,1,41000
31212,0,52,0,12,11.25,999,0,4,1,17,3,1,0,0,5000
544487,0,42,0,14,11.25,535,0,4,1,16,15,5,0,0,39000
93697,0,27,0,16,11.25,577,0,3,1,15,15,5,0,0,38000
781989,0,42,0,12,11.2,825,0,4,1,11,4,1,1,0,46000
235569,0,37,0,21,10.75,462,0,4,1,14,13,5,0,0,85000
806864,0,42,0,18,11.25,535,0,1,1,12,9,3,1,0,41000
657444,0,27,0,14,10.75,999,1,4,1,7,22,7,1,0,3000
96529,0,47,0,12,10.5,799,0,1,1,7,8,2,0,1,37000
181910,0,57,1,18,11.2,835,0,1,1,19,10,3,1,1,74000
163421,0,47,0,15,10.75,499,0,4,0,10,5,2,0,0,64000
789371,0,52,0,12,11.25,999,0,4,1,5,27,8,1,0,28000
721548,0,27,0,12,10.75,999,0,4,1,1,8,2,0,0,11000
9621,0,22,0,9,11.2,825,0,4,0,7,20,7,1,0,20000
536175,0,47,0,14,11.25,599,0,3,0,13,88,88,0,0,36000
303443,0,42,0,9,11.2,999,1,4,0,7,22,7,0,0,26000
663336,0,62,0,9,10.75,462,0,4,1,8,4,1,1,0,85000
850221,0,57,0,12,11.25,535,0,1,0,17,23,7,0,1,40000
897432,0,57,1,16,11.25,535,0,1,1,13,22,7,1,1,45000
623463,0,27,0,18,11.25,535,0,4,1,15,11,4,0,0,65000
237431,0,22,0,12,11.25,505,0,4,1,17,23,7,0,0,13000
504161,0,17,0,12,10.75,462,1,3,0,7,18,7,1,0,2000
263064,0,52,0,14,11.25,999,0,4,1,7,2,1,1,0,77000
429435,0,57,0,12,11.25,535,0,1,0,12,8,2,0,0,51000
95098,0,27,0,12,10.45,935,0,4,1,7,22,7,1,0,24000
677792,1,67,0,9,11.25,539,0,4,1,17,19,7,1,0,25000
816230,0,32,0,9,10.75,462,0,1,1,18,23,7,1,1,9000
465717,0,17,0,12,10.75,462,1,1,0,7,22,7,1,0,9000
772735,1,32,0,9,11.2,825,0,3,1,17,3,1,0,0,31000
254736,0,32,0,16,11.25,535,1,1,1,7,7,2,1,1,10000
593586,0,52,0,12,10.75,421,0,4,1,15,12,4,0,0,30000
566422,0,32,0,14,11.25,505,0,4,1,15,2,1,0,0,47000
657875,0,22,1,14,10.45,933,0,1,0,6,30,10,1,1,4000
725827,0,42,0,9,10.45,933,1,1,1,17,19,7,0,1,3000
364337,0,47,0,16,11.25,999,0,4,0,9,17,6,0,0,41000
756587,0,27,0,9,11.25,999,0,4,1,8,26,8,1,0,46000
513059,1,32,0,16,10.45,999,0,4,1,15,14,5,0,0,26000
427958,0,32,1,16,10.75,462,0,1,1,10,9,3,1,1,15000
491924,0,42,0,13,10.75,462,0,1,0,13,7,2,0,1,2000
423952,0,22,0,14,11.25,999,0,4,1,19,7,2,0,0,37000
817366,0,32,0,12,10.45,933,0,1,1,7,20,7,1,0,23000
519652,0,22,0,14,10.75,462,1,4,1,17,21,7,0,0,17000
86135,0,47,0,21,10.45,933,0,1,1,9,17,6,1,0,51000
838174,0,42,0,14,10.45,933,0,4,1,7,3,1,0,0,48000
53401,0,37,0,12,10.45,999,0,4,0,4,20,7,1,0,52000
194476,0,47,1,18,11.25,535,0,1,1,10,8,2,1,1,37000
847621,1,42,0,14,11.0,999,0,4,1,15,88,88,1,0,1000
320449,0,37,0,14,11.25,537,0,3,1,18,19,7,0,0,27000
782010,0,47,0,14,11.25,999,0,2,1,8,5,2,0,0,37000
547378,0,37,0,12,11.25,535,0,1,1,18,25,8,1,1,19000
836320,1,42,0,14,10.5,999,1,4,0,15,12,4,0,0,21000
877306,0,27,0,16,11.0,602,0,1,1,17,19,7,0,1,24000
295141,0,62,0,9,10.75,462,0,4,1,5,30,10,1,0,33000
365494,0,27,0,14,10.75,462,0,4,1,14,6,2,0,0,5000
194437,0,27,0,16,10.75,421,0,4,1,18,15,5,0,0,35000
252336,1,17,0,9,10.75,462,0,4,0,5,7,2,1,0,2000
34427,0,32,1,16,10.75,462,0,1,1,9,9,3,1,1,81000
367482,0,52,1,16,10.75,462,0,3,1,8,9,3,1,0,86000
774938,0,22,0,14,11.2,999,0,4,1,4,26,8,1,0,23000
68282,0,27,1,16,10.5,999,0,4,1,19,2,1,1,0,76000
435773,0,27,1,16,10.75,462,0,1,1,14,13,5,1,1,1000
875660,0,62,0,9,11.25,999,0,4,1,4,26,8,1,0,43000
218275,0,22,0,14,10.65,999,1,4,1,15,15,5,0,0,5000
476419,0,27,1,18,11.25,535,0,1,1,12,9,3,1,0,98000
94373,0,47,0,12,11.25,537,0,4,1,5,25,8,1,0,52000
882542,0,32,0,12,10.7,205,0,4,1,10,6,2,0,0,57000
907580,0,37,0,9,11.0,602,1,4,1,17,21,7,1,0,8000
705862,0,27,0,16,11.25,555,0,4,1,15,15,5,0,0,21000
929262,0,22,0,16,10.75,421,0,1,0,17,23,7,0,0,6000
155501,0,47,0,13,10.75,421,1,1,1,15,15,5,0,1,20000
301815,0,32,0,15,10.45,933,1,1,1,15,12,4,0,0,60000
692950,0,42,0,0,11.25,541,0,1,1,15,11,4,1,1,42000
344028,0,42,0,14,11.25,599,1,4,1,15,12,4,0,0,26000
759815,0,27,0,14,10.75,462,0,4,1,7,2,1,0,0,46000
452290,0,47,0,14,11.25,535,0,1,0,6,8,2,0,1,34000
698271,0,22,0,12,10.5,799,1,3,1,17,21,7,0,1,12000
898838,0,27,0,16,10.45,933,0,2,1,15,12,4,0,1,61000
634899,0,57,0,0,11.2,835,0,1,0,5,88,88,1,1,75000
